epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,65.0218,3.11273,11.2338,2.61259,0.3401,0.47391,0.01464,0.00451,3.25938,13.4101,2.81983,0.007327,0.007327,0.007327
29,67.3464,3.07322,11.1127,2.57568,0.34248,0.33625,0.00905,0.00302,3.22695,14.7845,2.82815,0.007228,0.007228,0.007228
30,69.6223,3.09366,10.859,2.5924,0.34412,0.26855,0.00933,0.00306,3.30921,15.9193,2.88845,0.007129,0.007129,0.007129
31,71.9314,3.17103,10.9048,2.59646,0.35436,0.17616,0.01997,0.00696,3.17343,13.3735,2.76269,0.00703,0.00703,0.00703
32,74.2392,3.06514,10.886,2.55161,0.3796,0.09677,0.05264,0.02337,3.12745,12.8314,2.70639,0.006931,0.006931,0.006931
33,76.6798,3.01929,10.7554,2.54712,0.69905,0.10753,0.03837,0.0128,3.11205,12.998,2.70435,0.006832,0.006832,0.006832
34,78.9893,3.00096,10.8039,2.49569,0.69269,0.24731,0.03739,0.01166,3.11024,13.1886,2.71981,0.006733,0.006733,0.006733
35,81.3171,3.00296,10.8863,2.52668,0.35728,0.18691,0.03325,0.01359,3.09874,12.7342,2.74294,0.006634,0.006634,0.006634
36,83.6433,2.96996,10.8387,2.48807,0.38399,0.13978,0.05719,0.02885,3.08388,12.4085,2.79801,0.006535,0.006535,0.006535
37,86.1041,2.94654,10.8157,2.52511,0.35347,0.39002,0.02582,0.01,3.11003,12.589,2.69364,0.006436,0.006436,0.006436
38,88.431,2.90419,10.7234,2.44862,0.34779,0.2274,0.01451,0.00478,3.23342,12.9118,2.65273,0.006337,0.006337,0.006337
39,90.7498,2.94539,10.4879,2.50365,0.36028,0.26377,0.02347,0.00763,3.25769,12.6076,2.73586,0.006238,0.006238,0.006238
40,93.1151,2.88928,10.6754,2.45988,0.37997,0.21665,0.04355,0.01678,3.20318,12.2545,2.74666,0.006139,0.006139,0.006139
41,95.492,2.84409,10.7109,2.4868,0.39582,0.25881,0.07068,0.0323,3.18597,12.0093,2.72928,0.00604,0.00604,0.00604
42,97.9351,2.81325,10.4951,2.43194,0.42319,0.2951,0.11395,0.05531,3.05366,11.8813,2.62058,0.005941,0.005941,0.005941
43,100.385,2.79722,10.6418,2.39151,0.40196,0.2091,0.11746,0.06013,2.9506,12.0146,2.60862,0.005842,0.005842,0.005842
44,102.795,2.78206,10.4966,2.40623,0.38985,0.24731,0.10025,0.03262,2.88,12.2134,2.59331,0.005743,0.005743,0.005743
45,105.112,2.6944,10.4572,2.36213,0.40801,0.28528,0.06966,0.02737,2.83759,12.0084,2.59258,0.005644,0.005644,0.005644
46,107.428,2.65502,10.4245,2.37566,0.44367,0.3182,0.11053,0.03679,2.77701,11.6684,2.45433,0.005545,0.005545,0.005545
47,109.745,2.61733,10.4026,2.34525,0.43856,0.34382,0.11517,0.04902,2.82678,11.8984,2.47642,0.005446,0.005446,0.005446
48,112.055,2.62812,10.4176,2.32314,0.42923,0.28435,0.10954,0.04598,2.83529,11.8966,2.4877,0.005347,0.005347,0.005347
49,114.344,2.53884,10.3709,2.30343,0.41816,0.31249,0.10335,0.04569,2.78281,11.7174,2.47407,0.005248,0.005248,0.005248
50,116.675,2.45868,10.3679,2.31894,0.40359,0.25806,0.13113,0.05956,2.7018,11.6587,2.44658,0.005149,0.005149,0.005149
51,119.105,2.47616,10.368,2.2836,0.42241,0.28687,0.10669,0.04071,2.74699,11.8612,2.48984,0.00505,0.00505,0.00505
52,121.432,2.50629,10.3863,2.26332,0.42728,0.27333,0.07471,0.02838,2.72819,11.7922,2.45064,0.004951,0.004951,0.004951
53,123.782,2.49148,10.308,2.2569,0.41862,0.27585,0.09194,0.02984,2.65675,11.8112,2.35185,0.004852,0.004852,0.004852
54,126.134,2.43625,10.3166,2.21722,0.43727,0.35457,0.12341,0.04009,2.57593,11.8115,2.30494,0.004753,0.004753,0.004753
55,128.475,2.38426,10.1657,2.18686,0.39143,0.17204,0.07423,0.02403,2.69794,12.1946,2.39521,0.004654,0.004654,0.004654
56,130.836,2.4065,10.1792,2.17082,0.38723,0.28753,0.0544,0.01916,2.58797,11.8753,2.35437,0.004555,0.004555,0.004555
57,133.159,2.39237,10.3237,2.20683,0.4261,0.3255,0.07408,0.0294,2.4972,11.5468,2.28299,0.004456,0.004456,0.004456
58,135.499,2.38218,10.2133,2.15988,0.44516,0.3932,0.12965,0.04581,2.45016,11.7289,2.23323,0.004357,0.004357,0.004357
59,137.853,2.37013,10.1904,2.18519,0.46775,0.41471,0.14477,0.05727,2.44088,11.6226,2.24244,0.004258,0.004258,0.004258
60,140.195,2.31876,10.2311,2.20111,0.4495,0.41152,0.12899,0.05576,2.45124,11.5289,2.25915,0.004159,0.004159,0.004159
61,142.538,2.34508,10.2727,2.20766,0.41904,0.35594,0.08868,0.04216,2.52077,11.7261,2.35295,0.00406,0.00406,0.00406
62,144.869,2.32317,10.1249,2.1378,0.37292,0.27957,0.0821,0.03791,2.49786,11.8799,2.3235,0.003961,0.003961,0.003961
63,147.208,2.30799,10.1893,2.14569,0.72057,0.30108,0.11439,0.06099,2.38801,11.5626,2.2322,0.003862,0.003862,0.003862
64,149.555,2.33415,10.1071,2.14202,0.71869,0.33333,0.14159,0.07573,2.32714,11.4243,2.16612,0.003763,0.003763,0.003763
65,151.991,2.27158,10.0266,2.14136,0.42132,0.40329,0.15224,0.08069,2.29841,11.4113,2.14347,0.003664,0.003664,0.003664
66,154.429,2.24283,9.9458,2.11943,0.41363,0.42798,0.14518,0.06962,2.38398,11.2927,2.21488,0.003565,0.003565,0.003565
67,156.713,2.15697,9.85398,2.07923,0.42168,0.42387,0.15502,0.07369,2.48546,11.2761,2.27072,0.003466,0.003466,0.003466
68,159.033,2.17014,9.85255,2.06404,0.28206,0.41978,0.13402,0.06914,2.4807,11.135,2.26312,0.003367,0.003367,0.003367
69,161.377,2.19565,10.0466,2.07713,0.4321,0.45778,0.13887,0.07277,2.41858,10.9643,2.21892,0.003268,0.003268,0.003268
70,163.695,2.20061,9.87924,2.07519,0.46488,0.44201,0.15713,0.07381,2.32874,10.8743,2.15764,0.003169,0.003169,0.003169
71,166.004,2.22299,9.92449,2.09357,0.32891,0.41663,0.15344,0.07003,2.29174,10.8362,2.12754,0.00307,0.00307,0.00307
72,168.307,2.24958,9.99314,2.10205,0.13526,0.41092,0.16788,0.07525,2.29834,10.8579,2.11624,0.002971,0.002971,0.002971
73,170.626,2.15556,9.74691,2.06243,0.12955,0.44797,0.15681,0.07667,2.26839,10.8989,2.08488,0.002872,0.002872,0.002872
74,172.927,2.15017,9.8967,2.11097,0.12543,0.45693,0.16125,0.08127,2.25042,10.9111,2.07739,0.002773,0.002773,0.002773
75,175.328,2.13994,9.83259,2.0493,0.14,0.47751,0.16817,0.08382,2.23939,10.8279,2.06392,0.002674,0.002674,0.002674
76,177.758,2.09248,9.64969,2.04212,0.13485,0.48382,0.16369,0.08107,2.23514,10.8177,2.0424,0.002575,0.002575,0.002575
77,180.049,2.13431,9.65993,2.04146,0.12365,0.4813,0.14706,0.07576,2.25977,10.8329,2.04339,0.002476,0.002476,0.002476
78,182.379,2.14417,9.72572,2.05312,0.13679,0.4721,0.14983,0.07577,2.27453,10.8817,2.04956,0.002377,0.002377,0.002377
79,184.731,2.14111,9.51403,1.98859,0.1395,0.46922,0.15471,0.07778,2.25996,10.9003,2.04342,0.002278,0.002278,0.002278
80,187.057,2.12881,9.67561,2.02974,0.13163,0.4309,0.14037,0.07719,2.23313,10.9459,2.03436,0.002179,0.002179,0.002179
81,189.375,2.08625,9.67066,2.05747,0.14825,0.43186,0.13167,0.07265,2.23598,11.0005,2.05317,0.00208,0.00208,0.00208
82,191.688,2.13572,9.64589,2.02872,0.1584,0.47334,0.14275,0.07351,2.21759,10.8609,2.0457,0.001981,0.001981,0.001981
83,194.019,2.16589,9.74326,2.02121,0.1647,0.50878,0.17143,0.07943,2.18983,10.6461,2.02529,0.001882,0.001882,0.001882
84,196.354,2.13627,9.61016,2.00235,0.15654,0.50639,0.18006,0.09056,2.16577,10.5927,2.00825,0.001783,0.001783,0.001783
85,198.814,2.08427,9.72601,1.98804,0.1568,0.51235,0.17616,0.08937,2.16291,10.5679,2.00459,0.001684,0.001684,0.001684
86,201.181,2.07177,9.52809,1.98238,0.14119,0.52827,0.18122,0.09008,2.17072,10.6306,2.00593,0.001585,0.001585,0.001585
87,203.497,2.05604,9.56332,1.992,0.14356,0.5365,0.19405,0.09273,2.17285,10.5805,2.00702,0.001486,0.001486,0.001486
88,205.949,2.0502,9.39939,1.95291,0.14774,0.5225,0.19724,0.09482,2.16951,10.4692,2.00651,0.001387,0.001387,0.001387
89,208.382,2.08136,9.48175,1.98543,0.14691,0.52305,0.19327,0.09552,2.16034,10.4902,1.9964,0.001288,0.001288,0.001288
90,210.827,2.04786,9.49895,2.00502,0.14352,0.50905,0.19237,0.09446,2.15956,10.5557,1.99138,0.001189,0.001189,0.001189
91,213.718,2.16956,10.7892,2.11473,0.14749,0.48436,0.19039,0.08659,2.17456,10.6056,1.99644,0.00109,0.00109,0.00109
92,216.034,2.16171,10.6288,2.08741,0.15109,0.46886,0.1846,0.08465,2.18378,10.6488,1.99554,0.000991,0.000991,0.000991
93,218.322,2.18339,10.6235,2.0837,0.16422,0.46742,0.18702,0.08534,2.18567,10.6874,1.99038,0.000892,0.000892,0.000892
94,220.628,2.13408,10.3983,2.09493,0.1523,0.46667,0.19086,0.08678,2.1868,10.6919,1.98462,0.000793,0.000793,0.000793
95,222.982,2.13168,10.3441,2.11275,0.18097,0.48382,0.18759,0.08624,2.17683,10.6438,1.97583,0.000694,0.000694,0.000694
96,225.328,2.09298,10.199,2.041,0.17596,0.48682,0.19713,0.09211,2.16093,10.5637,1.96407,0.000595,0.000595,0.000595
97,227.623,2.06565,10.1586,2.02957,0.1862,0.48547,0.20563,0.09916,2.14669,10.4755,1.95514,0.000496,0.000496,0.000496
98,230.032,2.05732,9.94235,2.02205,0.18861,0.4915,0.21582,0.107,2.13666,10.42,1.94914,0.000397,0.000397,0.000397
99,232.436,2.04936,10.0093,2.01712,0.18944,0.49027,0.22086,0.11623,2.13248,10.3734,1.94457,0.000298,0.000298,0.000298
100,234.88,2.07643,9.93858,2.01377,0.19675,0.48931,0.22758,0.11902,2.13129,10.3467,1.94394,0.000199,0.000199,0.000199
